division,year,disaster_number,incident_number,incident_name,start_date,fiscal_year,incident_state,disaster_type,disaster_level,total_destroyed_major,total_units_affected,verified_deaths,verified_hospitalized_ill_injured,total_client_shelters_opened,total_overnight_shelter_stays,x_new_shelter_registrations,total_volunters
Northeast,2006,331-06,59244,"Lawrence, MA 2/06 MFF",2/21/06,2006,MA,FIR,2,9,9,0,1,0,0,0,8
SE and Caribbean,2006,374-06,59369,Nashville TN 02/06 MFF,2/25/06,2006,TN,FIR,2,5,5,0,0,0,0,0,5
Pacific,2006,373-06,59801,Hawaii 03/06 Floods,3/1/06,2006,HI,FLT,3,21,313,3,0,9,0,111,85
SWARM,2006,354-06,59454,SW OK 3/06 Wildfire,3/2/06,2006,OK,FOR,2,63,66,0,2,0,0,0,106
Crossroads,2006,355-06,59702,"Ann Arbor, MI 3-06 MFS",3/3/06,2006,MI,FIR,2,90,136,1,5,0,0,0,59
SE and Caribbean,2006,375-06,59821,Mobile AL 03/06 MFF,3/4/06,2006,AL,FIR,1,15,20,0,0,0,0,0,0
North Central,2006,363-06,59731,Missouri 3/06 Tornadoes,3/9/06,2006,MO,TOR,4,852,2416,11,56,6,0,37,420
SWARM,2006,364-06,59734,NE OK 3/06 TOR,3/12/06,2006,OK,TOR,3,121,209,0,0,1,0,6,51
North Central,2006,365-06,59768,Illinois 3/06 TOR,3/12/06,2006,IL,TOR,4,357,4391,0,23,3,0,254,321
SWARM,2006,369-06,59767,Tor,3/13/06,2006,AR,TOR,3,76,590,0,1,1,0,0,45
SE and Caribbean,2006,371-06,59807,COBB COUNTY GA 3/06 MFF,3/14/06,2006,GA,FIR,3,61,71,0,0,0,0,0,39
SWARM,2006,383-06,59925,DFW Metro 3/06 FLD,3/19/06,2006,TX,FLD,3,77,257,0,0,4,0,110,100
SWARM,2006,384-06,59939,"Uvalde Co, TX 3-06 TOR",3/19/06,2006,TX,TOR,2,67,461,0,0,1,0,30,39
Mid Atlantic,2006,399-06,60268,Village Green Apt. Fire,3/22/06,2006,SC,FIR,2,11,11,0,0,0,0,0,7
North Central,2006,201-06,60424,Red River ND 3/06 FLOOD,3/31/06,2006,ND,FLT,2,2,356,0,0,1,0,0,10
North Central,2006,385-06,60480,SE Missouri 4/06 Tornadoes,4/2/06,2006,MO,TOR,4,744,1015,2,70,1,0,196,251
SE and Caribbean,2006,387-06,60407,Tennessee 4/06 Tornadoes,4/2/06,2006,TN,TOR,4,270,548,24,21,4,0,13,90
SWARM,2006,390-06,60235,NE AR 4/06 TOR,4/2/06,2006,AR,TOR,4,287,915,0,22,2,0,48,92
Crossroads,2006,391-06,60246,KY 04/06TOR/WINDSTORM,4/2/06,2006,KY,TOR,2,0,0,0,30,5,0,12,60
Crossroads,2006,392-06,60306,IN 04/06 Tor/windstorm,4/2/06,2006,IN,TOR,2,60,4291,0,0,3,0,11,53
SE and Caribbean,2006,403-06,60385,PR 4/06 Flood,4/2/06,2006,PR,FLD,2,34,55,0,0,0,0,0,14
North Central,2006,405-06,60483,Illinois 4/06 Tornadoes,4/2/06,2006,IL,TOR,2,18,241,0,0,2,0,0,45
Crossroads,2006,770-06,62860,Windstorm/Heavy Rain,4/2/06,2006,OH,OST,2,8,34,0,0,0,0,0,16
Crossroads,2006,404-06,60386,Cincinnati OH 04/06 MFF,4/3/06,2006,OH,FIR,2,51,51,0,4,1,0,24,55
Pacific,2006,406-06,60500,SoCntrl Valley CA 4/06 FLD,4/3/06,2006,CA,FLD,3,65,297,0,18,7,0,120,292
SE and Caribbean,2006,408-06,60510,Baton Rouge 4/06 MFF,4/7/06,2006,LA,FIR,1,18,21,0,1,0,0,0,7
SE and Caribbean,2006,409-06,60512,Central TN 4/06 Tornado,4/7/06,2006,TN,TOR,4,449,1355,11,98,12,0,804,270
Crossroads,2006,410-06,60513,Eastern KY 4/06 Windstorm,4/7/06,2006,KY,OST,1,0,0,0,0,0,0,0,0
SE and Caribbean,2006,411-06,60514,Alabama 4/06 Tornado,4/7/06,2006,AL,TOR,2,13,34,0,0,0,0,0,13
SE and Caribbean,2006,413-06,60612,Nashville TN 4/06 MFF,4/11/06,2006,TN,FIR,2,20,20,0,1,0,0,0,9
North Central,2006,414-06,60675,Eastern Iowa 4/06 Tornadoe,4/13/06,2006,IA,TOR,2,93,1348,2,30,3,0,29,52
Northeast,2006,428-06,60702,"Lowell, MA, 4/06 MFF",4/14/06,2006,MA,FIR,2,3,3,0,0,0,0,0,7
SWARM,2006,430-06,60769,Little Rock AR 4/06 MFF,4/14/06,2006,AR,FIR,2,11,11,1,0,0,0,0,6
Northeast,2006,418-06,60689,"Newburyport, MA 4/06 MFF",4/15/06,2006,MA,FIR,2,24,24,0,1,0,0,0,27
SE and Caribbean,2006,415-06,60688,Woodcrest Fire,4/16/06,2006,FL,FIR,2,12,13,0,0,0,0,0,8
North Central,2006,099-06,60731,Academy Apt Fire,4/17/06,2006,MN,FIR,2,4,12,0,2,0,0,0,2
SE and Caribbean,2006,431-06,60780,Atlanta GA 4/06 MFF,4/18/06,2006,GA,FIR,2,24,24,0,0,0,0,0,10
SE and Caribbean,2006,917-06,66105,Hurr Preparedness 2006,4/19/06,2006,LA,OTH,4,0,0,0,0,0,0,0,11
Pacific,2006,432-06,60876,Umatilla OR 4/06 MFF,4/20/06,2006,OR,FIR,2,10,12,0,0,0,0,0,13
Northeast,2006,439-06,60965,"Liverpool, NY 4/06 MFF",4/21/06,2006,NY,FIR,2,18,18,0,0,0,0,0,15
Northeast,2006,433-06,60918,Brooklyn NY 4/06 MFF,4/22/06,2006,NY,FIR,2,20,84,0,0,0,0,0,29
Mid Atlantic,2006,436-06,60948,"Glasgow, DE 4/06 MFF",4/23/06,2006,DE,FIR,2,17,30,0,0,0,0,0,9
Northeast,2006,438-06,60967,"Manchester, NH 4/06 MFF",4/23/06,2006,NH,FIR,2,18,45,0,0,0,0,0,13
Northeast,2006,447-06,61118,"Florence, NJ 4/06 MFF",4/28/06,2006,NJ,FIR,2,24,24,0,0,0,0,0,21
SWARM,2006,454-06,61145,"Gainesville, TX 4/06 Winds",4/28/06,2006,TX,OST,2,39,1269,0,3,0,0,0,13
SE and Caribbean,2006,435-06,61102,Lehigh Fire,4/29/06,2006,FL,FOR,2,20,1963,0,0,1,0,61,51
Northeast,2006,448-06,61142,"Worcester, MA 5/06 MFF",5/1/06,2006,MA,FIR,1,8,12,0,0,0,0,0,16
Northeast,2006,450-06,61155,"Bridgeport, CT 5/06 MFF",5/1/06,2006,CT,FIR,2,19,20,0,0,0,0,0,13
Pacific,2006,453-06,61203,Sacramento CA 05/06 MFF,5/2/06,2006,CA,FIR,2,20,20,0,3,1,0,15,41
SE and Caribbean,2006,486-06,62283,Jonestown MS 5/06 MFF,5/2/06,2006,MS,FIR,2,12,12,0,0,0,0,0,1
North Central,2006,462-06,61279,"Green Bay, WI 5/06 MFF",5/3/06,2006,WI,FIR,2,25,48,0,1,0,0,0,11
SWARM,2006,467-06,61573,Austin TX 5/06 Windstorm,5/5/06,2006,TX,OST,2,10,11,0,0,0,0,0,14
SWARM,2006,465-06,61469,North Cental TX 5/06 TOR,5/10/06,2006,TX,TOR,2,36,36,0,0,1,0,78,63
SWARM,2006,170-06,61611,Las Palmas Apt Fire,5/12/06,2006,TX,FIR,1,11,11,0,0,0,0,0,8
Northeast,2006,477-06,61670,MA 5/06 FLOODS,5/14/06,2006,MA,FLD,4,161,12389,1,19,6,0,529,427
Northeast,2006,479-06,61669,NH 5/06 FLOODS,5/14/06,2006,NH,FLD,4,284,3155,0,1,13,0,273,272
Northeast,2006,481-06,61726,MAINE 5/06 FLOODS,5/14/06,2006,ME,FLD,2,2,353,0,0,3,0,7,32
North Central,2006,216-06,61918,Amerado Blvd Bellevue NE 5,5/19/06,2006,NE,FIR,2,12,12,0,0,0,0,0,15
Crossroads,2006,483-06,62243,"Columbus, OH 5/06 MFF",5/25/06,2006,OH,FIR,2,15,18,0,0,0,0,0,14
Mid Atlantic,2006,484-06,62238,"Crestview Apt MFF, DE 5/06",5/30/06,2006,DE,FIR,2,76,149,0,30,1,0,109,125
SWARM,2006,490-06,62365,Aurora CO 5/06 MFF,5/31/06,2006,CO,FIR,2,12,17,0,1,1,0,3,37
SWARM,2006,488-06,62359,"Coastal, TX 6/06 FLD",6/2/06,2006,TX,FLD,2,2,41,0,0,0,0,0,5
Crossroads,2006,498-06,62519,"Sandusky,OH 6/06 MFF",6/3/06,2006,OH,FIR,2,7,7,0,0,0,0,0,2
SE and Caribbean,2006,496-06,62418,Tampa Bay FL 6/06 MFF,6/4/06,2006,FL,FIR,1,16,16,0,0,0,0,0,0
Mid Atlantic,2006,499-06,62707,"Great Falls, SC 6/06 FIR",6/6/06,2006,SC,FIR,4,0,525,0,2,1,0,25,95
Northeast,2006,542-06,62886,Ipswich MFF,6/10/06,2006,MA,FIR,1,8,8,0,0,0,0,0,9
SE and Caribbean,2006,500-06,62795,TS Alberto 6/06 FL,6/12/06,2006,FL,HUR,2,12,114,0,0,11,0,121,185
Pacific,2006,220-06,63227,Mountainview CA 6/06 MFF,6/13/06,2006,CA,FIR,2,4,20,0,0,0,0,0,32
SWARM,2006,630-06,62942,Windfield II Condo Fire,6/13/06,2006,TX,FIR,2,60,60,0,2,0,0,0,6
Mid Atlantic,2006,686-06,62944,"Raleigh, NC 6/06 Flood",6/14/06,2006,NC,FLT,2,24,73,0,1,1,0,25,19
SE and Caribbean,2006,717-06,63036,Memphis TN 6/06 MFF,6/15/06,2006,TN,FIR,2,22,27,0,6,0,0,0,5
Mid Atlantic,2006,835-06,63180,Colony Place Apartments NC,6/17/06,2006,NC,FIR,2,24,24,1,2,1,0,44,25
SWARM,2006,784-06,63118,SE Texas 6/06 FLD,6/19/06,2006,TX,FLD,3,4,1260,0,1,7,0,55,143
SWARM,2006,230-06,63308,SW NM 6.06 FLD,6/22/06,2006,NM,FLD,2,25,89,0,13,2,0,25,27
Pacific,2006,246-06,63476,"Cameron Park, CA 6/06 MFF",6/22/06,2006,CA,FIR,2,10,10,0,1,1,0,17,30
Pacific,2006,260-06,63472,"Bakersfield, CA 6/06 MFF",6/22/06,2006,CA,FIR,2,18,28,0,1,1,0,17,13
Crossroads,2006,225-06,63372,Northwest Ohio 6/06 Flood,6/23/06,2006,OH,FLT,3,202,2265,2,21,8,0,60,431
SE and Caribbean,2006,233-06,63327,Madison TN 06/06 Fire,6/23/06,2006,TN,FIR,2,15,20,0,0,0,0,0,6
Pacific,2006,237-06,63433,Tacoma WA 6/06 MFF,6/24/06,2006,WA,FIR,2,34,34,1,0,1,0,0,53
Mid Atlantic,2006,244-06,63485,PA 6/06 Floods,6/25/06,2006,PA,FLD,4,1610,12664,2,28,53,0,2535,1327
Mid Atlantic,2006,267-06,63694,06/2006 NCR Floods,6/25/06,2006,VA,FLD,3,163,225,1,6,4,0,108,129
Northeast,2006,264-06,63952,NY June 06 Floods,6/26/06,2006,NY,FLT,5,2243,7237,3,215,42,0,3487,1169
Mid Atlantic,2006,297-06,63668,Delaware 6/06 Floods,6/26/06,2006,DE,FLT,2,2,87,0,0,1,0,36,75
Mid Atlantic,2006,298-06,63666,Maryland 6/06 Floods,6/26/06,2006,MD,FLT,2,12,168,7,1,9,0,835,149
SWARM,2006,305-06,64614,Northern AZ 06/06 Wildfire,6/26/06,2006,AZ,FOR,1,0,0,0,0,1,0,174,17
SWARM,2006,261-06,64615,Northern NV 6/06 Wildfire,6/27/06,2006,NV,FOR,1,0,0,0,0,1,0,7,24
Mid Atlantic,2006,275-06,63810,DC 6/06 Flood,6/27/06,2006,DC,FLT,1,3,6,0,0,0,0,0,0
Northeast,2006,300-06,63966,NJ 6/06 Floods,6/27/06,2006,NJ,FLD,3,166,1222,1,0,4,0,63,201
Mid Atlantic,2006,308-06,64200,"Farmville, VA. 06/05 Fire",6/29/06,2006,VA,FIR,2,10,10,0,1,0,0,0,16
SWARM,2006,329-06,64478,Erath Co. TX 6/06 MFF,6/29/06,2006,TX,FIR,2,53,53,0,0,0,0,0,4
SWARM,2006,560-07,58432,International Apt Fire,1/24/06,2007,TX,FIR,2,8,8,0,0,0,0,0,0
Northeast,2006,632-07,66279,"Syracuse, NY 7/06 MFF",6/30/06,2007,NY,FIR,2,30,30,0,0,1,0,8,5
SWARM,2006,670-07,65322,OK City Bombing Rec. Proj.,7/1/06,2007,OK,EXP,4,0,0,0,0,0,0,0,138
SE and Caribbean,2006,349-07,64954,PR 7/07 FLOOD,7/10/06,2007,PR,FLD,2,46,62,0,0,0,0,0,13
North Central,2006,368-07,64969,"Ellison Bay, WI 7/06 Explo",7/10/06,2007,WI,EXP,2,4,44,2,22,1,0,72,62
SE and Caribbean,2006,351-07,64945,Miami Beach FL 7/06 MFF,7/11/06,2007,FL,FIR,3,240,240,0,1,0,0,0,34
Pacific,2006,352-07,64971,"Pioneertown, CA 7/06 Wildf",7/11/06,2007,CA,FOR,3,75,85,1,4,1,0,95,163
North Central,2006,376-07,64995,South Central MT 7/06 Wild,7/13/06,2007,MT,FOR,1,9,9,0,0,2,0,5,36
Crossroads,2006,378-07,65009,WV 7/06 flood,7/13/06,2007,WV,FLD,2,11,41,0,0,1,0,4,17
SE and Caribbean,2006,402-07,65041,"Nashville, TN 07/06 MFF",7/14/06,2007,TN,FIR,2,12,18,0,0,0,0,0,7
Mid Atlantic,2006,474-07,65218,Refugee Operation 7/06 MD,7/14/06,2007,MD,OTH,2,0,0,0,7,0,0,0,159
Crossroads,2006,563-07,65562,Sellersberg IN 07/06 Flood,7/14/06,2007,IN,FLD,2,11,27,0,0,1,0,2,25
North Central,2006,413-07,65114,Valentine NE 7/06 Wildfire,7/17/06,2007,NE,FOR,1,0,0,0,0,0,0,0,8
Northeast,2006,485-07,65524,Queen New York Power Outag,7/17/06,2007,NY,OTH,4,0,26000,0,0,0,0,0,186
North Central,2006,423-07,65209,MO/IL 7/06 Windstorm,7/18/06,2007,MO,OTH,4,90,500933,0,2,7,0,1599,280
Mid Atlantic,2006,419-07,65196,Lebanon Repatriation PA,7/20/06,2007,PA,OTH,3,0,0,0,10,0,0,0,183
Crossroads,2006,424-06,65190,"Massillon, OH 7/06 MFF",7/21/06,2007,OH,FIR,2,25,25,0,0,0,0,0,21
Mid Atlantic,2006,447-07,65231,Charlotte NC OTH,7/22/06,2007,NC,FLT,1,5,23,0,0,1,0,77,62
Northeast,2006,472-07,65208,Lebanon Repatriation NJ,7/22/06,2007,NJ,OTH,2,0,0,0,1,0,0,0,54
Pacific,2006,708-07,66625,Stanislaus CA 7/06 Heat Ev,7/24/06,2007,CA,OTH,2,0,1,0,0,7,0,610,55
Pacific,2006,518-07,65256,Pennbrook Apt 7/06 CA MFF,7/25/06,2007,CA,FIR,2,12,12,0,0,0,0,0,19
SE and Caribbean,2006,517-07,65244,Lebanon Repatriat 7/06 GA,7/26/06,2007,GA,OTH,2,0,2000,0,64,0,0,0,58
Crossroads,2006,521-07,65268,"DR 521-07, Northeast OH 7/",7/28/06,2007,OH,FLD,4,168,1357,2,6,6,0,168,202
North Central,2006,526-07,65277,SoDakota/Nebraska 7/06 FOR,7/28/06,2007,NE,FOR,2,13,13,0,0,5,0,337,38
SWARM,2006,528-07,65294,SW CO Central Hotel7/06 Fi,7/29/06,2007,CO,FIR,2,21,22,0,1,0,0,0,17
Crossroads,2006,530-07,65345,Summit County OH 8/06 FLD,7/31/06,2007,OH,FLD,1,7,278,0,0,1,0,12,61
Mid Atlantic,2006,548-07,65430,Shippensburg PA 7/06 MFF,7/31/06,2007,PA,FIR,2,10,10,0,0,1,0,21,4
SWARM,2006,531-07,65337,NM / W TX 8/06 FLD,8/1/06,2007,NM,FLD,4,98,1333,1,319,11,0,2752,384
SE and Caribbean,2006,535-07,65424,TS Chris 8/06-Puerto Rico,8/1/06,2007,PR,HUR,1,0,0,0,0,0,0,0,0
SE and Caribbean,2006,537-07,65426,TS Chris 8/06 USVI,8/1/06,2007,VI,HUR,1,0,0,0,0,0,0,0,0
North Central,2006,546-07,65494,Colonial Apts NE 8/06 FIR,8/1/06,2007,NE,FIR,2,23,23,4,12,0,0,0,14
SE and Caribbean,2006,547-07,65433,TS Chris 8/06 AL,8/2/06,2007,AL,HUR,4,0,0,0,0,0,0,0,8
SE and Caribbean,2006,549-07,65429,TS Chris 8/06 FL,8/2/06,2007,FL,HUR,1,0,0,0,0,0,0,0,0
Pacific,2006,557-07,65503,"Hooper Bay, AK 08/06 MFF",8/3/06,2007,AK,FIR,2,15,15,0,0,0,0,0,14
SWARM,2006,559-07,65604,MFD Georgian Apt Fire,8/3/06,2007,TX,FIR,2,20,20,0,0,1,0,5,12
Pacific,2006,561-07,65624,Keyes Condo CA 8/06 MFF,8/5/06,2007,CA,FIR,2,12,110,0,0,1,0,3,34
Crossroads,2006,562-07,65582,"Warren, OH 8/06 FIR",8/9/06,2007,OH,FIR,1,10,10,0,0,0,0,0,4
Mid Atlantic,2006,581-07,65677,96 Ardsley Apartment Fire,8/15/06,2007,NC,FIR,2,14,24,0,4,0,0,0,22
SWARM,2006,567-07,65716,"Mesquite, TX 8/06 MFF",8/17/06,2007,TX,FIR,2,32,32,0,2,1,0,15,23
North Central,2006,568-07,65736,"Racine, WI 8/06 MFF",8/18/06,2007,WI,FIR,3,46,48,2,10,1,0,50,47
Pacific,2006,569-07,65773,South Central AK 8/06 FLD,8/18/06,2007,AK,FLD,2,20,40,0,0,3,0,41,77
SWARM,2006,572-07,65809,Euless TX 8/06 MFF,8/20/06,2007,TX,FIR,2,24,24,0,0,0,0,0,6
Pacific,2006,575-07,65864,"Dayton, WA 08/06 FOR",8/21/06,2007,WA,FOR,2,2,2,0,0,1,0,8,32
North Central,2006,306-07,65901,"Huron, SD 8/06 Tornado",8/24/06,2007,SD,TOR,2,19,25,0,4,0,0,0,6
North Central,2006,582-07,65877,"Kenosha, WI 8/06 MFF",8/24/06,2007,WI,FIR,2,80,160,0,1,0,0,0,41
SE and Caribbean,2006,576-07,65910,Hurr. Ernesto 8/06 LA,8/25/06,2007,LA,HUR,4,0,0,0,0,0,0,0,0
SE and Caribbean,2006,578-07,65911,Hurr. Ernesto 8/06 MS,8/25/06,2007,MS,HUR,4,0,0,0,0,0,0,0,0
SWARM,2006,580-07,65912,Hurr Ernesto 8/06 TX,8/25/06,2007,TX,HUR,1,0,0,0,0,0,0,0,0
SE and Caribbean,2006,584-07,65902,HURR ERNESTO 8/06 AL,8/25/06,2007,AL,HUR,3,0,0,0,0,0,0,0,7
SE and Caribbean,2006,592-07,65899,HURR. ERNESTO 8/06 FL,8/25/06,2007,FL,HUR,4,0,0,0,15,63,4487,4487,2123
Crossroads,2006,596-07,65913,COMAIR FLT 5191 CRASH 8/06,8/27/06,2007,KY,TRA,2,0,0,49,0,0,0,0,50
Mid Atlantic,2006,597-07,65904,HUR ERNESTO RESPONSE CTR,8/28/06,2007,VA,HUR,3,0,0,0,0,0,0,0,42
Mid Atlantic,2006,600-07,65931,Hurricane Ernesto 8/06 NC,8/28/06,2007,NC,HUR,3,0,0,1,2,27,0,333,265
Mid Atlantic,2006,601-07,65932,Hurricane Ernesto 8/06 SC,8/28/06,2007,SC,HUR,2,0,0,0,0,8,0,93,296
Mid Atlantic,2006,602-07,65933,Hurricane Ernesto 8/06 VA,8/28/06,2007,VA,HUR,3,336,1141,2,0,5,0,221,201
Mid Atlantic,2006,608-07,66030,TS Ernesto 8/06 PA,8/29/06,2007,PA,FLD,2,14,301,0,0,1,6,85,240
Northeast,2006,620-07,66031,"Camden County, NJ MFF",9/1/06,2007,NJ,FIR,1,31,36,0,0,1,0,30,22
North Central,2006,621-07,66050,Lincoln Dorm Fire,9/2/06,2007,MO,FIR,2,6,43,0,0,1,156,180,21
North Central,2006,623-07,66089,Rockford IL 09/06 Flood,9/4/06,2007,IL,FLD,3,50,845,0,7,1,39,70,114
Pacific,2006,647-07,66516,DayFire VenturaCA 9/06 FOR,9/4/06,2007,CA,FOR,1,1,1,0,0,3,24,0,172
Northeast,2006,624-07,66237,"Union City, NJ 9/06 MFF",9/10/06,2007,NJ,FIR,2,8,12,0,0,1,9,9,11
Crossroads,2006,625-07,66283,NW Indiana 9/06 Flood,9/13/06,2007,IN,FLD,4,310,2773,0,3,3,4,15,147
SWARM,2006,631-07,66332,Runaway Bay MFF 09/06,9/16/06,2007,TX,FIR,1,24,24,0,2,0,0,0,10
SWARM,2006,633-07,66386,"Fort Worth, TX 09/06 MFF",9/19/06,2007,TX,FIR,2,8,11,0,6,0,0,0,7
Crossroads,2006,634-07,66454,KY/South IN 9/06 FLDS,9/22/06,2007,KY,FLD,3,174,776,10,1,11,539,539,147
North Central,2006,635-07,66455,S Mo/IL FLD & TOR,9/22/06,2007,MO,FLT,3,246,862,0,4,1,1,1,165
Crossroads,2006,752-07,66618,"West Broadway, KY 9/06 MFF",9/22/06,2007,KY,FIR,1,12,12,0,0,0,0,0,2
SWARM,2006,678-07,66533,NE AR 9.06 FLD,9/24/06,2007,AR,FLD,2,36,88,3,0,0,0,0,17
Crossroads,2006,848-07,66693,"Flint, MI 9/06 MFF",9/25/06,2007,MI,FIR,2,29,29,0,1,1,12,12,50
North Central,2006,858-07,66682,Racine WI 9/06 MFF,9/27/06,2007,WI,FIR,2,32,32,0,0,1,0,0,13
SE and Caribbean,2006,682-07,66601,Norcross GA 9/06 MFF,9/30/06,2007,GA,FIR,2,20,20,0,0,0,0,0,28
Crossroads,2006,857-07,66733,South East OH 10/06 Floods,10/5/06,2007,OH,FLD,2,33,206,0,1,2,1,18,43
Mid Atlantic,2006,055-07,66814,Southern VA 10/06 Flood,10/7/06,2007,VA,FLD,2,44,481,1,1,1,52,48,71
SE and Caribbean,2006,897-07,66744,"Apopka, FL 10/06 Tornado",10/7/06,2007,FL,TOR,2,33,40,0,1,1,114,32,55
Pacific,2006,049-07,66827,Alaska 10/06 Flood,10/9/06,2007,AK,FLT,1,2,14,0,0,4,5,5,16
Northeast,2006,080-07,66869,NW NY 10/06 Snow Storm,10/13/06,2007,NY,BLI,3,0,7060,12,0,11,1610,859,320
Pacific,2006,094-07,66853,Hawaii 10/06 Earthquake,10/15/06,2007,HI,EQK,3,229,7192,0,0,3,2,6,95
SWARM,2006,100-07,66874,SE TX 10.06 FLD,10/16/06,2007,TX,FLD,4,210,775,1,0,4,73,35,190
SE and Caribbean,2006,143-07,66892,N. Central LA 10/06 FLT,10/17/06,2007,LA,FLT,4,202,2801,1,6,6,29,18,208
Mid Atlantic,2006,211-07,67262,Waynesboro PA 10/06 MFF,10/22/06,2007,PA,FIR,2,17,17,0,0,0,0,0,2
Pacific,2006,147-07,67165,TelRd Oakland CA 10/06 MFF,10/25/06,2007,CA,FIR,2,15,22,1,0,1,4,4,21
Pacific,2006,146-07,67097,"Esperanza, CA 10/06 FOR",10/26/06,2007,CA,FOR,2,57,58,5,4,4,139,183,235
SWARM,2006,194-07,67213,"Colorado Springs, CO 11/06",11/1/06,2007,CO,FIR,1,3,3,0,0,0,0,0,0
Mid Atlantic,2006,207-07,67261,Cabot PA 11-06 MFF,11/5/06,2007,PA,FIR,2,113,113,0,0,0,0,0,8
Pacific,2006,227-07,67339,Washington 11/06 Floods,11/6/06,2007,WA,FLD,4,256,1226,3,17,17,1144,424,598
Pacific,2006,231-07,67340,Oregon 11/06 Floods,11/6/06,2007,OR,FLD,3,18,171,1,2,2,65,24,117
SWARM,2006,236-07,67440,Bridge City TX 11/06 MFF,11/14/06,2007,TX,FIR,2,12,12,0,2,0,0,0,1
SE and Caribbean,2006,238-07,67467,MS Tornado 11/06,11/15/06,2007,MS,TOR,3,68,84,0,21,2,0,0,42
SE and Caribbean,2006,263-07,67661,Alabama 11/06 Tornadoes,11/15/06,2007,AL,TOR,2,91,95,0,2,1,0,0,10
Mid Atlantic,2006,241-07,67488,SE NC 11/06 Tornadoes,11/16/06,2007,NC,TOR,2,33,48,8,12,1,5,0,133
Northeast,2006,259-07,67672,South Central NY 11/06 Flo,11/17/06,2007,NY,FLD,2,48,425,0,0,2,26,30,47
Crossroads,2006,243-07,67513,Parkersburg WV 11.06 MFF,11/18/06,2007,WV,FIR,1,4,18,0,0,1,24,12,43
Northeast,2006,251-07,67606,Danvers MA 11/06 EXP,11/22/06,2007,MA,EXP,3,46,96,0,22,1,0,85,29
SWARM,2006,255-07,67648,"Westminster, CO 11/06 MFF",11/22/06,2007,CO,FIR,2,19,19,0,6,1,52,13,29
SE and Caribbean,2006,254-07,67632,"Nashville, TN 11/06 MFF",11/23/06,2007,TN,FIR,2,10,10,0,1,0,0,0,6
Northeast,2006,265-07,67675,Holyokem MA 11/06 MFF,11/24/06,2007,MA,FIR,2,6,12,0,0,0,0,0,11
SWARM,2006,253-07,67647,Houston TX 11/06 MFF,11/26/06,2007,TX,FIR,2,48,48,0,0,0,0,0,5
Mid Atlantic,2006,258-07,67653,New Castle PA 11/06 EXP,11/27/06,2007,PA,EXP,2,20,45,0,6,0,0,0,25
SE and Caribbean,2006,266-07,67754,"Moss Point, MS MFF",11/27/06,2007,MS,FIR,2,9,9,2,0,0,0,0,8
North Central,2006,268-07,67794,Missouri 11/06 Snowstorm,11/30/06,2007,MO,BLI,2,10,500039,0,0,7,1407,697,212
SE and Caribbean,2006,269-07,67802,Demopolis AL 12/06 TOR,12/1/06,2007,AL,TOR,2,15,21,0,0,0,0,0,8
North Central,2006,270-07,67869,Clinton IA Deer Ridge Apts,12/5/06,2007,IA,FIR,3,42,42,0,0,1,16,16,21
SE and Caribbean,2006,274-07,67975,Nashville TN 12/06 MFF,12/8/06,2007,TN,FIR,2,30,30,0,0,0,0,0,14
Pacific,2006,276-07,67983,"Long Beach, CA 12/06 MFF",12/8/06,2007,CA,FIR,2,154,154,2,9,1,70,21,64
Northeast,2006,281-07,67992,Holyoke MA 12/06 MF Fire,12/9/06,2007,MA,FIR,2,27,27,0,1,1,63,63,27
Pacific,2006,292-07,68162,King/Kitsap WA 12/06 WST,12/14/06,2007,WA,OST,3,53,92,9,324,8,751,237,160
SWARM,2006,311-07,68442,Colorado 12-06 Blizzards,12/20/06,2007,CO,BLI,2,0,0,0,5,28,1191,1116,90
SE and Caribbean,2006,271-07,68340,N. Cent FL 12/06 TOR,12/25/06,2007,FL,TOR,3,196,433,0,4,2,56,56,151
Northeast,2006,310-07,68407,Worcester MA 12/06 MFF,12/27/06,2007,MA,FIR,2,0,136,0,0,0,0,0,63
Northeast,2006,314-07,68552,Hoboken NJ 12/06 MFF,12/30/06,2007,NJ,FIR,2,14,17,0,0,0,0,0,4
SWARM,2006,337-07,68570,Central Tx 12/06 Tornados,12/30/06,2007,TX,TOR,2,60,133,1,18,0,0,0,20
SWARM,2006,338-07,68571,Johnson Co TX 12/06 TOR,12/30/06,2007,TX,TOR,2,28,69,0,7,0,0,0,28
North Central,2006,340-07,68673,Western KS 12/06 Blizzard,12/30/06,2007,KS,BLI,1,0,1700,2,1,10,133,92,119
North Central,2006,343-07,68645,Central NE Ice Storm,12/30/06,2007,NE,BLI,2,0,2403,0,0,24,542,375,119
SE and Caribbean,2006,328-07,68543,"Davison Co, TN 12/06 MFF",12/31/06,2007,TN,FIR,2,20,20,0,0,0,0,0,7
Northeast,2007,315-07,68553,East Orange NJ 1/07MFF,1/1/07,2007,NJ,FIR,2,7,20,0,2,1,6,3,27
Pacific,2007,455-07,69921,San Bernardino CA 1/07 MFF,1/2/07,2007,CA,FIR,1,14,16,0,0,0,0,0,0
Northeast,2007,339-07,68587,"Georgetown, MA 1/07 MFF",1/3/07,2007,MA,FIR,2,24,24,0,0,0,0,111,17
SWARM,2007,346-07,68794,Little Rock AR 1/07 MFF,1/3/07,2007,AR,FIR,2,8,8,0,0,0,0,0,4
